Name,Detail,Price,Brand,CPU_Type,RAM_GB,SSD_GB
"Apple MacBook Air M4 15"" (2025) Minuit 32Go/2 To (MC6L4FN/A-32GB-2TB)","MacBook 15.3"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 32 Go, SSD 2 To, Mac OS Sequoia, AZERTY",2399.0,apple,Apple M4,32,2048
"Apple MacBook Pro M4 Max 14"" Argent 64 Go/1 To (MX2G3FN/A-64GB-2TB-CPU16/GPU40-NANO)","MacBook 14"", Apple M4 Max (CPU 16 coeurs / GPU 40 coeurs), RAM 64 Go, SSD 2 To, Mac OS Sequoia, AZERTY",2149.0,apple,Apple M4,64,2048
"Apple MacBook Pro M4 Max 14"" Argent 64 Go/1 To (MX2G3FN/A-64GB-CPU16/GPU40)","MacBook 14"", Apple M4 Max (CPU 16 coeurs / GPU 40 coeurs), RAM 64 Go, SSD 1 To, Mac OS Sequoia, AZERTY",2899.0,apple,Apple M4,64,1024
"Apple MacBook Pro M4 Max 14"" Noir sidéral 128 Go/8 To (MX2K3FN/A-CPU16-GPU40-128GB-8TB)","MacBook 14"", Apple M4 Max (CPU 16 coeurs / GPU 40 coeurs), RAM 128 Go, SSD 8 To, Mac OS Sequoia, AZERTY",1899.0,apple,Apple M4,128,8192
"Apple MacBook Pro M4 Max 14"" Noir sidéral 128 Go/8 To (MX2K3FN/A-CPU16-GPU40-128GB-8TB-NANO)","MacBook 14"", Apple M4 Max (CPU 16 coeurs / GPU 40 coeurs), RAM 128 Go, SSD 8 To, Mac OS Sequoia, AZERTY",1899.0,apple,Apple M4,128,8192
"Apple MacBook Pro M4 Max 14"" Noir sidéral 36 Go/2 To (MX2K3FN/A-2TB)","MacBook 14"", Apple M4 Max (CPU 14 coeurs / GPU 32 coeurs), RAM 36 Go, SSD 2 To, Mac OS Sequoia, AZERTY",1649.0,apple,Apple M4,36,2048
"Apple MacBook Pro M4 Max 14"" Noir sidéral 48 Go/1 To (MX2K3FN/A-CPU16-GPU40-48GB)","MacBook 14"", Apple M4 Max (CPU 16 coeurs / GPU 40 coeurs), RAM 48 Go, SSD 1 To, Mac OS Sequoia, AZERTY",1649.0,apple,Apple M4,48,1024
"Apple MacBook Pro M4 Max 14"" Noir sidéral 64 Go/1 To (MX2K3FN/A-CPU16-GPU40-64GB)","MacBook 14"", Apple M4 Max (CPU 16 coeurs / GPU 40 coeurs), RAM 64 Go, SSD 1 To, Mac OS Sequoia, AZERTY",2149.0,apple,Apple M4,64,1024
"Apple MacBook Pro M4 Max 14"" Noir sidéral 64 Go/2 To (MX2K3FN/A-CPU16-GPU40-64GB-2TB)","MacBook 14"", Apple M4 Max (CPU 16 coeurs / GPU 40 coeurs), RAM 64 Go, SSD 2 To, Mac OS Sequoia, AZERTY",2899.0,apple,Apple M4,64,2048
"Apple MacBook Pro M4 Max 14"" Noir sidéral 64 Go/8 To (MX2K3FN/A-CPU16-GPU40-64GB-8TB)","MacBook 14"", Apple M4 Max (CPU 16 coeurs / GPU 40 coeurs), RAM 64 Go, SSD 8 To, Mac OS Sequoia, AZERTY",2649.0,apple,Apple M4,64,8192
"Apple MacBook Pro M4 Max 16"" Argent 128 Go/1 To (MX2W3FN/A-128GB)","MacBook 16"", Apple M4 Max (CPU 16 coeurs / GPU 40 coeurs), RAM 128 Go, SSD 1 To, Mac OS Sequoia, AZERTY",2149.0,apple,Apple M4,128,1024
"Apple MacBook Pro M4 Max 16"" Argent 128 Go/4 To (MX2W3FN/A-128GB-4TB)","MacBook 16"", Apple M4 Max (CPU 16 coeurs / GPU 40 coeurs), RAM 128 Go, SSD 4 To, Mac OS Sequoia, AZERTY",1649.0,apple,Apple M4,128,4096
"Apple MacBook Pro M4 Max 16"" Argent 48 Go/2 To (MX2W3FN/A-2TB)","MacBook 16"", Apple M4 Max (CPU 16 coeurs / GPU 40 coeurs), RAM 48 Go, SSD 2 To, Mac OS Sequoia, AZERTY",1649.95,apple,Apple M4,48,2048
"Apple MacBook Pro M4 Max 16"" Argent 64 Go/1 To (MX2W3FN/A-64GB)","MacBook 16"", Apple M4 Max (CPU 16 coeurs / GPU 40 coeurs), RAM 64 Go, SSD 1 To, Mac OS Sequoia, AZERTY",1899.95,apple,Apple M4,64,1024
"Apple MacBook Pro M4 Max 16"" Argent 64 Go/2 To (MX2W3FN/A-64GB-2TB)","MacBook 16"", Apple M4 Max (CPU 16 coeurs / GPU 40 coeurs), RAM 64 Go, SSD 2 To, Mac OS Sequoia, AZERTY",2899.0,apple,Apple M4,64,2048
"Apple MacBook Pro M4 Max 16"" Noir sidéral 128 Go/1 To (MX313FN/A-128GB)","MacBook 16"", Apple M4 Max (CPU 16 coeurs / GPU 40 coeurs), RAM 128 Go, SSD 1 To, Mac OS Sequoia, AZERTY",2399.0,apple,Apple M4,128,1024
"Apple MacBook Pro M4 Max 16"" Noir sidéral 128 Go/2 To (MX303FN/A-128GB-2TB)","MacBook 16"", Apple M4 Max (CPU 16 coeurs / GPU 40 coeurs), RAM 128 Go, SSD 2 To, Mac OS Sequoia, AZERTY",2899.0,apple,Apple M4,128,2048
"Apple MacBook Pro M4 Max 16"" Noir sidéral 36 Go/1 To (MX303FN/A)","MacBook 16"", Apple M4 Max (CPU 14 coeurs / GPU 32 coeurs), RAM 36 Go, SSD 1 To, Mac OS Sequoia, AZERTY",5364.0,apple,Apple M4,36,1024
"Apple MacBook Pro M4 Max 16"" Noir sidéral 36 Go/2 To (MX303FN/A-2TB-VNT)","MacBook 16"", Apple M4 Max (CPU 14 coeurs / GPU 32 coeurs), RAM 36 Go, SSD 2 To, Mac OS Sequoia, AZERTY",4679.0,apple,Apple M4,36,2048
"Apple MacBook Pro M4 Max 16"" Noir sidéral 36 Go/4 To (MX303FN/A-4TB)","MacBook 16"", Apple M4 Max (CPU 14 coeurs / GPU 32 coeurs), RAM 36 Go, SSD 4 To, Mac OS Sequoia, AZERTY",8424.0,apple,Apple M4,36,4096
"Apple MacBook Pro M4 Max 16"" Noir sidéral 48 Go/2 To (MX313FN/A-2TB)","MacBook 16"", Apple M4 Max (CPU 16 coeurs / GPU 40 coeurs), RAM 48 Go, SSD 2 To, Mac OS Sequoia, AZERTY",8614.0,apple,Apple M4,48,2048
"Apple MacBook Pro M4 Max 16"" Noir sidéral 64 Go/1 To (MX313FN/A-64GB)","MacBook 16"", Apple M4 Max (CPU 16 coeurs / GPU 40 coeurs), RAM 64 Go, SSD 1 To, Mac OS Sequoia, AZERTY",4299.0,apple,Apple M4,64,1024
"Apple MacBook Pro M4 Max 16"" Noir sidéral 64 Go/1 To (MX313FN/A-64GB-NANO)","MacBook 16"", Apple M4 Max (CPU 16 coeurs / GPU 40 coeurs), RAM 64 Go, SSD 1 To, Mac OS Sequoia, AZERTY",4424.0,apple,Apple M4,64,1024
"Apple MacBook Pro M4 Max 16"" Noir sidéral 64 Go/2 To (MX303FN/A-64GB-2TB-CPU16/GPU40)","MacBook 16"", Apple M4 Max (CPU 16 coeurs / GPU 40 coeurs), RAM 64 Go, SSD 2 To, Mac OS Sequoia, AZERTY",4675.0,apple,Apple M4,64,2048
"Apple MacBook Pro M4 Max 16"" Noir sidéral 64 Go/2 To (MX303FN/A-64GB-2TB-CPU16/GPU40-NANO)","MacBook 16"", Apple M4 Max (CPU 16 coeurs / GPU 40 coeurs), RAM 64 Go, SSD 2 To, Mac OS Sequoia, AZERTY",5169.0,apple,Apple M4,64,2048
"Apple MacBook Pro M4 Max 16"" Noir sidéral 64 Go/2 To (MX313FN/A-64GB-2TB)","MacBook 16"", Apple M4 Max (CPU 16 coeurs / GPU 40 coeurs), RAM 64 Go, SSD 2 To, Mac OS Sequoia, AZERTY",7424.0,apple,Apple M4,64,2048
"Apple MacBook Pro M4 Pro 14"" Argent 24 Go/1 To (MX2E3FN/A-1TB)","MacBook 14"", Apple M4 Pro (CPU 12 coeurs / GPU 16 coeurs), RAM 24 Go, SSD 1 To, Mac OS Sequoia, AZERTY",5949.0,apple,Apple M4,24,1024
"Apple MacBook Pro M4 Pro 14"" Argent 48 Go/1 To (MX2F3FN/A-48GB-NANO)","MacBook 14"", Liquid Retina XDR verre nano-texturé, Apple M4 Pro (CPU 14 coeurs / GPU 20 coeurs), RAM 48 Go, SSD 1 To, Mac OS Sequoia, AZERTY",7199.0,apple,Apple M4,48,1024
"Apple MacBook Pro M4 Pro 14"" Argent 48 Go/512 Go (MX2E3FN/A-48GB)","MacBook 14"", Apple M4 Pro (CPU 12 coeurs / GPU 16 coeurs), RAM 48 Go, SSD 512 Go, Mac OS Sequoia, AZERTY",5199.0,apple,Apple M4,48,512
"Apple MacBook Pro M4 Pro 14"" Noir sidéral 24 Go/1 Go (MX2H3FN/A-1TB)","MacBook 14"", Apple M4 Pro (CPU 12 coeurs / GPU 16 coeurs), RAM 24 Go, SSD 1 To, Mac OS Sequoia, AZERTY",649.95,apple,Apple M4,24,1024
"Apple MacBook Pro M4 Pro 14"" Noir sidéral 24 Go/2 To (MX2H3FN/A-2TB)","MacBook 14"", Apple M4 Pro (CPU 12 coeurs / GPU 16 coeurs), RAM 24 Go, SSD 2 To, Mac OS Sequoia, AZERTY",1049.95,apple,Apple M4,24,2048
"Apple MacBook Pro M4 Pro 14"" Noir sidéral 24 Go/512 Go (MX2H3FN/A-CPU14/GPU20)","MacBook 14"", Apple M4 Pro (CPU 14 coeurs / GPU 20 coeurs), RAM 24 Go, SSD 512 Go, Mac OS Sequoia, AZERTY",1199.95,apple,Apple M4,24,512
"Apple MacBook Pro M4 Pro 16"" Argent 48 Go/2 To (MX2U3FN/A-2TB)","MacBook 16"", Apple M4 Pro (CPU 14 coeurs / GPU 20 coeurs), RAM 48 Go, SSD 2 To, Mac OS Sequoia, AZERTY",2549.0,apple,Apple M4,48,2048
"Apple MacBook Pro M4 Pro 16"" Noir sidéral 24 Go/1 To (MX2X3FN/A-1TB)","MacBook 16"", Apple M4 Pro (CPU 14 coeurs / GPU 20 coeurs), RAM 24 Go, SSD 1 To, Mac OS Sequoia, AZERTY",3049.0,apple,Apple M4,24,1024
"Apple MacBook Pro M4 Pro 16"" Noir sidéral 24 Go/1 To (MX2X3FN/A-1TB-NANO)","MacBook 16"", Apple M4 Pro (CPU 14 coeurs / GPU 20 coeurs), RAM 24 Go, SSD 1 To, Mac OS Sequoia, AZERTY",2549.0,apple,Apple M4,24,1024
"Apple MacBook Pro M4 Pro 16"" Noir sidéral 24 Go/2 To (MX2X3FN/A-2TB)","MacBook 16"", Apple M4 Pro (CPU 14 coeurs / GPU 20 coeurs), RAM 24 Go, SSD 2 To, Mac OS Sequoia, AZERTY",2989.0,apple,Apple M4,24,2048
"Apple MacBook Pro M4 Pro 16"" Noir sidéral 48 Go/1 To (MX2Y3FN/A-1TB)","MacBook 16"", Apple M4 Pro (CPU 14 coeurs / GPU 20 coeurs), RAM 48 Go, SSD 1 To, Mac OS Sequoia, AZERTY",2489.0,apple,Apple M4,48,1024
"Apple MacBook Pro M4 Pro 16"" Noir sidéral 48 Go/2 To (MX2X3FN/A-48GB-2TB-NANO)","MacBook 16"", Apple M4 Pro (CPU 14 coeurs / GPU 20 coeurs), RAM 48 Go, SSD 2 To, Mac OS Sequoia, AZERTY",3049.0,apple,Apple M4,48,2048
"Apple MacBook Pro M4 Pro 16"" Noir sidéral 48 Go/2 To (MX2Y3FN/A-2TB)","MacBook 16"", Apple M4 Pro (CPU 14 coeurs / GPU 20 coeurs), RAM 48 Go, SSD 2 To, Mac OS Sequoia, AZERTY",3069.0,apple,Apple M4,48,2048
"Apple MacBook Pro M4 Pro 16"" Noir sidéral 48 Go/512 Go (MX2Y3FN/A-NANO)","MacBook 16"", Apple M4 Pro (CPU 14 coeurs / GPU 20 coeurs), RAM 48 Go, SSD 512 Go, Mac OS Sequoia, AZERTY",3299.0,apple,Apple M4,48,512
"Apple MacBook Pro M5 14"" Argent 32 Go/1 To (MDE64FN/A-32GB)","MacBook 14"", Apple M5 (CPU 10 coeurs / GPU 10 coeurs), RAM 32 Go, SSD 1 To, Mac OS Tahoe, AZERTY",2799.0,apple,Apple M5,32,1024
"Apple MacBook Pro M5 14"" Argent 32 Go/2 To (MDE64FN/A-32GB-2TB)","MacBook 14"", Apple M5 (CPU 10 coeurs / GPU 10 coeurs), RAM 32 Go, SSD 2 To, Mac OS Tahoe, AZERTY",2849.0,apple,Apple M5,32,2048
"Apple MacBook Pro M5 14"" Argent 32 Go/512 Go (MDE44FN/A-32GB)","MacBook 14"", Apple M5 (CPU 10 coeurs / GPU 10 coeurs), RAM 32 Go, SSD 512 Go, Mac OS Tahoe, AZERTY",3049.0,apple,Apple M5,32,512
"Apple MacBook Pro M5 14"" Noir sidéral 24 Go/512 Go (MDE04FN/A-24GB)","MacBook 14"", Apple M5 (CPU 10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 512 Go, Mac OS Tahoe, AZERTY",3049.0,apple,Apple M5,24,512
"Apple MacBook Pro M5 14"" Noir sidéral 32 Go/1 To (MDE34FN/A-32GB)","MacBook 14"", Apple M5 (CPU 10 coeurs / GPU 10 coeurs), RAM 32 Go, SSD 1 To, Mac OS Tahoe, AZERTY",3549.0,apple,Apple M5,32,1024
"Apple MacBook Pro M5 14"" Noir sidéral 32 Go/2 To (MDE14FN/A-32GB-2TB)","MacBook 14"", Apple M5 (CPU 10 coeurs / GPU 10 coeurs), RAM 32 Go, SSD 2 To, Mac OS Tahoe, AZERTY",4299.0,apple,Apple M5,32,2048
"Apple MacBook Pro M5 14"" Noir sidéral 32 Go/512 Go (MDE04FN/A-32GB)","MacBook 14"", Apple M5 (CPU 10 coeurs / GPU 10 coeurs), RAM 32 Go, SSD 512 Go, Mac OS Tahoe, AZERTY",2989.0,apple,Apple M5,32,512
"Apple MacBook Pro M5 14"" Noir sidéral 32 Go/512 Go (MDE44FN/A-32GB-NANO)","MacBook 14"" verre nano-texturé, Apple M5 (CPU 10 coeurs / GPU 10 coeurs), RAM 32 Go, SSD 512 Go, Mac OS Tahoe, AZERTY",3549.0,apple,Apple M5,32,512
"Apple MacBook Air M4 13"" (2025) Argent 24Go/1To (MC654FN/A-1TB)","MacBook 13.6"", Apple M4 (10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 1 To, Mac OS Sequoia, AZERTY",4049.0,apple,Apple M4,24,1024
"Apple MacBook Air M4 13"" (2025) Argent 24Go/512 Go (MC654FN/A)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 512 Go, Mac OS Sequoia, AZERTY",3049.0,apple,Apple M4,24,512
"Apple MacBook Air M4 13"" (2025) Argent 32Go/1To (MC654FN/A-32GB-1TB-70W)","MacBook 13.6"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 32 Go, SSD 1 To, Mac OS Sequoia, AZERTY",3239.0,apple,Apple M4,32,1024
"Apple MacBook Pro M4 14"" Argent 24 Go/1 To (MW2X3FN/A-24GB)","MacBook 14"", Apple M4 (CPU 10 coeurs / GPU 10 coeurs), RAM 24 Go, SSD 1 To, Mac OS Sequoia, AZERTY",3549.0,apple,Apple M4,24,1024
"Apple MacBook Pro M4 Pro 14"" Noir sidéral 48 Go/1 To (MX2J3FN/A-48GB)","MacBook 14"", Apple M4 Pro (CPU 14 coeurs / GPU 20 coeurs), RAM 48 Go, SSD 1 To, Mac OS Sequoia, AZERTY",3549.0,apple,Apple M4,48,1024
"Apple MacBook Pro M4 Pro 14"" Noir sidéral 48 Go/1 To (MX2J3FN/A-48GB-NANO)","MacBook 14"", Liquid Retina XDR verre nano-texturé, Apple M4 Pro (CPU 14 coeurs / GPU 20 coeurs), RAM 48 Go, SSD 1 To, Mac OS Sequoia, AZERTY",4238.99,apple,Apple M4,48,1024
"Apple MacBook Pro M4 Pro 14"" Noir sidéral 48 Go/2 To (MX2J3FN/A-48GB-2TB)","MacBook 14"", Apple M4 Pro (CPU 14 coeurs / GPU 20 coeurs), RAM 48 Go, SSD 2 To, Mac OS Sequoia, AZERTY",4049.0,apple,Apple M4,48,2048
"Apple MacBook Pro M4 Pro 14"" Noir sidéral 48 Go/4 To (MX2J3FN/A-48GB-4TB)","MacBook 14"", Apple M4 Pro (CPU 14 coeurs / GPU 20 coeurs), RAM 48 Go, SSD 4 To, Mac OS Sequoia, AZERTY",3489.0,apple,Apple M4,48,4096
Aorus Master 16 BXHC4FRE64SP,"PC portable gamer 16"", Intel Core Ultra 9 275HX, RTX 5070 Ti, RAM 32 Go, SSD 1 To, dalle OLED WQXGA 240 Hz, Windows 11 Pro, AZERTY",2548.99,aorus,Intel Core Ultra 9,32,1024
Aorus Master 16 BYHC5FRE65SP,"PC portable gamer 16"", Intel Core Ultra 9 275HX, RTX 5080, RAM 32 Go, SSD 2 To, dalle OLED WQXGA 240 Hz, Windows 11 Pro, AZERTY",3048.98,aorus,Intel Core Ultra 9,32,2048
Aorus Master 16 BZHC6FRE65SP,"PC portable gamer 16"", Intel Core Ultra 9 275HX, RTX 5090, RAM 32 Go, SSD 2 To, dalle OLED WQXGA 240 Hz, Windows 11 Pro, AZERTY",2299.95,aorus,Intel Core Ultra 9,32,2048
Aorus Master 18 BZHC6FRD45SP,"PC portable gamer 18"", Intel Core Ultra 9 275HX, RTX 5090, RAM 64 Go, SSD 2 To, dalle Mini-LED WQXGA 240 Hz, Windows 11 Pro, AZERTY",2049.0,aorus,Intel Core Ultra 9,64,2048
Gigabyte AERO X16 1VH93FRC64AH Copilot+ PC,"PC portable gamer 16"", AMD Ryzen AI 7 350, RTX 5060, RAM 32 Go, SSD 1 To, dalle IPS WQXGA 165 Hz, Windows 11, AZERTY",2548.99,gigabyte,AMD Ryzen AI 7,32,1024
GIGABYTE AERO X16 1VH93FRC94AH Copilot+ PC,"PC portable gamer 16"", AMD Ryzen AI 7 350, RTX 5060, RAM 16 Go, SSD 1 To, dalle IPS WQXGA 165 Hz, Windows 11, AZERTY",3048.98,gigabyte,AMD Ryzen AI 7,16,1024
Gigabyte AERO X16 1WH93FRC64AH Copilot+ PC,"PC portable gamer 16"", AMD Ryzen AI 7 350, RTX 5070, RAM 32 Go, SSD 1 To, dalle IPS WQXGA 165 Hz, Windows 11, AZERTY",2299.95,gigabyte,AMD Ryzen AI 7,32,1024
Gigabyte AERO X16 1WH93FRC94AH Copilot+ PC,"PC portable gamer 16"", AMD Ryzen AI 7 350, RTX 5070, RAM 16 Go, SSD 1 To, dalle IPS WQXGA 165 Hz, Windows 11, AZERTY",2499.95,gigabyte,AMD Ryzen AI 7,16,1024
Gigabyte AERO X16 2WHA3FRC64D Copilot+ PC Blanc,"PC portable gamer 16"", AMD Ryzen AI 9 HX 370, RTX 5070, RAM 32 Go, SSD 1 To, dalle IPS WQXGA 165 Hz, Windows 11 Pro, AZERTY",649.95,gigabyte,AMD Ryzen AI 9,32,1024
Gigabyte Gaming A16 CTHI3FR894SH,"PC portable gamer 16"", Intel Core i7-13620H, RTX 5050, RAM 16 Go, SSD 1 To, dalle IPS Full HD+ 165 Hz, Windows 11, AZERTY",1049.95,gigabyte,Intel Core i7,16,1024
Gigabyte Gaming A16 CVHI3FR864SH,"PC portable gamer 16"", Intel Core i7-13620H, RTX 5060, RAM 32 Go, SSD 1 To, dalle IPS Full HD+ 165 Hz, Windows 11, AZERTY",1199.95,gigabyte,Intel Core i7,32,1024
HP 250R G9 (B39PMAT),"PC portable 15.6"", Intel Core i3-1315U, RAM 8 Go, SSD 256 Go, dalle TN Full HD, Windows 11 Pro, AZERTY",1999.95,hp,Intel Core i3,8,256
HP 250R G9 (B9YT6ET),"PC portable 15.6"", Intel N150, RAM 8 Go, SSD 256 Go, dalle TN Full HD, Windows 11, AZERTY",1049.95,hp,Other,8,256
HP 250R G9 (C38K7AT),"PC portable 15.6"", Intel Core 5 120U, RAM 8 Go, SSD 512 Go, dalle TN Full HD, Windows 11, AZERTY",1399.95,hp,Intel Core i5,8,512
HP 250R G9 (C38K9AT),"PC portable 15.6"", Intel Core 5 120U, RAM 16 Go, SSD 512 Go, dalle TN Full HD, Windows 11, AZERTY",1599.95,hp,Intel Core i5,16,512
HP 250R G9 (C7DW7AT),"PC portable 15.6"", Intel Core 3 100U, RAM 16 Go, SSD 512 Go, dalle TN Full HD, Windows 11, AZERTY",1949.95,hp,Intel Core i3,16,512
HP EliteBook 8 G1i 13 AI PC (AD4B4ET),"PC portable 13"", Intel Core Ultra 5 225U, RAM 16 Go, SSD 512 Go, dalle IPS Full HD+, Windows 11 Pro, AZERTY",2699.95,hp,Intel Core Ultra 5,16,512
HP EliteBook 8 G1i 16 AI PC (AD3Y8ET),"PC portable 16"", Intel Core Ultra 7 255U, RAM 32 Go, SSD 1 To, dalle Full HD+, Windows 11 Pro, AZERTY",1599.95,hp,Intel Core Ultra 7,32,1024
HP EliteBook 8 G1i 16 AI PC (AD3Z0ET),"PC portable 16"", Intel Core Ultra 5 225U, RAM 16 Go, SSD 1 To, dalle Full HD+, Windows 11 Pro, AZERTY",1899.95,hp,Intel Core Ultra 5,16,1024
HP EliteBook X G1i 14 AI PC (B66V3AT),"PC portable 14"", Intel Core Ultra 7 258V, RAM 32 Go, SSD 1 To, 5G, dalle Full HD+, Windows 11 Pro, AZERTY",1499.95,hp,Intel Core Ultra 7,32,1024
HP EliteBook X G1i 14 AI PC (B66VHAT),"PC portable 14"", Intel Core Ultra 7 258V, RAM 32 Go, SSD 1 To, dalle Full HD+, Windows 11 Pro, AZERTY",829.95,hp,Intel Core Ultra 7,32,1024
HP EliteBook X G1i 14 AI PC (B66VKAT),"PC portable 14"", Intel Core Ultra 5 228V, RAM 32 Go, SSD 512 Go, dalle Full HD+, Windows 11 Pro, AZERTY",579.95,hp,Intel Core Ultra 5,32,512
HP EliteBook X G1i 14 AI PC (B66VPAT),"PC portable 14"", Intel Core Ultra 5 228V, RAM 32 Go, SSD 512 Go, dalle Full HD+, Windows 11 Pro, AZERTY",479.95,hp,Intel Core Ultra 5,32,512
HP EliteBook X G1i 14 AI PC (B66VQAT),"PC portable 14"", Intel Core Ultra 5 228V, RAM 32 Go, SSD 512 Go, dalle Full HD+, Windows 11 Pro, AZERTY",529.95,hp,Intel Core Ultra 5,32,512
HP EliteBook X G1i 14 AI PC (B69BNET),"PC portable 14"", Intel Core Ultra 7 258V, RAM 32 Go, SSD 1 To, 5G, dalle tactile Full HD+, Windows 11 Pro, AZERTY",469.95,hp,Intel Core Ultra 7,32,1024
HP EliteBook X G1i 14 AI PC (BA0A4ET),"PC portable 14"", Intel Core Ultra 7 258V, RAM 32 Go, SSD 1 To, dalle tactile Full HD+, Windows 11 Pro, AZERTY",499.95,hp,Intel Core Ultra 7,32,1024
HP EliteBook X G1i 14 AI PC (BA0A6ET),"PC portable 14"", Intel Core Ultra 5 228V, RAM 32 Go, SSD 512 Go, dalle tactile Full HD+, Windows 11 Pro, AZERTY",579.95,hp,Intel Core Ultra 5,32,512
HP Laptop 15-fd0117nf,"PC portable 15.6"", Intel Core i5-1334U, RAM 16 Go, SSD 512 Go, dalle IPS Full HD, Windows 11, AZERTY",349.95,hp,Intel Core i5,16,512
HP Laptop 15-fd0124nf,"PC portable 15.6"", Intel Core i7-1355U, RAM 16 Go, SSD 512 Go, dalle IPS Full HD, Windows 11, AZERTY",579.95,hp,Intel Core i7,16,512
HP Laptop 15-fd0154nf,"PC portable 15.6"", Intel Core i3-1315U, RAM 16 Go, SSD 512 Go, dalle IPS Full HD, Windows 11, AZERTY",699.95,hp,Intel Core i3,16,512
HP Laptop 15-fd0169nf,"PC portable 15.6"", Intel Core i3-1315U, RAM 16 Go, SSD 512 Go, dalle IPS Full HD, Windows 11, AZERTY",649.95,hp,Intel Core i3,16,512
HP Laptop 15-fd1019nf,"PC portable 15.6"", Intel Core Ultra 5 125H, RAM 32 Go, SSD 512 Go, dalle IPS Full HD, Windows 11, AZERTY",549.95,hp,Intel Core Ultra 5,32,512
HP Laptop 17-cn3031nf,"PC portable 17"", Intel Core 5 120U, RAM 16 Go, SSD 512 Go, dalle Full HD, Windows 11, AZERTY",1449.95,hp,Intel Core i5,16,512
HP Laptop 17-cn3071nf,"PC portable 17"", Intel Core i3-N305, RAM 8 Go, SSD 512 Go, dalle Full HD, Windows 11, AZERTY",1629.95,hp,Intel Core i3,8,512
HP Laptop 17-cn4002nf,"PC portable 17"", Intel Core 3 100U, RAM 16 Go, SSD 512 Go, dalle HD+, Windows 11, AZERTY",1299.95,hp,Intel Core i3,16,512
HP Laptop 17-cp2012nf,"PC portable 17"", AMD Ryzen 5 7520U, RAM 8 Go, SSD 512 Go, dalle Full HD, Windows 11, AZERTY",2399.95,hp,AMD Ryzen 5,8,512
HP OmniBook 5 16-bf0012nf Copilot+ PC,"PC portable 16"", Qualcomm Snapdragon X Plus X1P-42-100, RAM 32 Go, SSD 512 Go, dalle OLED Full HD+, Windows 11, AZERTY",2299.95,hp,Other,32,512
HP OmniBook 5 16-bf0013nf Copilot+ PC,"PC portable 16"", Qualcomm Snapdragon X X1-26-100, RAM 16 Go, SSD 512 Go, dalle OLED Full HD+, Windows 11, AZERTY",1999.95,hp,Other,16,512
HP ProBook 4 G1i 14 AI PC (B9YR6ET),"PC portable 14"", Intel Core Ultra 7 255U, RAM 16 Go, SSD 512 Go, dalle IPS Full HD+, Windows 11 Pro, AZERTY",1699.95,hp,Intel Core Ultra 7,16,512
HP ProBook 4 G1i AI PC (B9YR8ET),"PC portable 16"", Intel Core Ultra 5 225U, RAM 16 Go, SSD 512 Go, dalle IPS Full HD+, Windows 11 Pro, AZERTY",1749.95,hp,Intel Core Ultra 5,16,512
HP ProBook 4 G1i AI PC (B9YR9ET),"PC portable 16"", Intel Core Ultra 7 255U, RAM 16 Go, SSD 512 Go, dalle IPS Full HD+, Windows 11 Pro, AZERTY",2999.95,hp,Intel Core Ultra 7,16,512
HP ProBook 4 G1iR 14 (B39VWAT),"PC portable 14"", Intel Core i5-1334U, RAM 16 Go, SSD 512 Go, dalle IPS Full HD+, Windows 11 Pro, AZERTY",2499.95,hp,Intel Core i5,16,512
